,meta.numFound,meta.start,data.id,data.counter_total_all,data.publication_date,data.author,data.pagecount,data.volume,data.copyright,data.financial_disclosure,data.title
28,2620,2501,10.1371/journal.pone.0139800,3635,2015-10-06T00:00:00Z,"Justin W Adams,Angela Olah,Matthew R McCurry,Stephany Potze",14,10,"Adams et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","Funding for the Artec Spider scanner used in this project was provided through internal funds made available to JWA by the Department of Anatomy and Developmental Biology, Monash University. Additional financial support for the acquisition of the suid CT datasets was provided by Grand Valley State University to JWA in 2006 through the GVSU Faculty Research Grant-in-Aid program. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Surface Model and Tomographic Archive of Fossil Primate and Other Mammal Holotype and Paratype Specimens of the Ditsong National Museum of Natural History, Pretoria, South Africa"
1508,2620,2501,10.1371/journal.pone.0139933,1665,2015-10-06T00:00:00Z,"Kantimati G Kulkarni,Rajani Panchang",10,10,"Kulkarni, Panchang This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","Field visits and project implementation costs were funded to KGK by the Agharkar Research Institute Fellowship. Initial funding for pilot studies and sedimentological analysis was awarded to RP by the Department of Science and Technology SERC (WOS-A Scheme), Ministry of Science and Technology, New Delhi, India vide sanction No. 100/(IFD)/6854/2011-2012.",New Insights into Polychaete Traces and Fecal Pellets: Another Complex Ichnotaxon?
2170,2620,2501,10.1371/journal.pone.0139503,2710,2015-10-06T00:00:00Z,"Orlando Alva,Rosa Nair Roa-Roco,Ricardo Pérez-Díaz,Mónica Yáñez,Jaime Tapia,Yerko Moreno,Simón Ruiz-Lara,Enrique González",18,10,"Alva et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited",Support was provided by Grant 1120871 Fondo Nacional de Ciencia y Tecnología (Chile) [www.fondecyt.cl] to EG and a Doctoral fellowship 23071037 Comisión Nacional de Investigación Científica y Tecnológica (Chile) [www.conicyt.cl] to OA.,Pollen Morphology and Boron Concentration in Floral Tissues as Factors Triggering Natural and GA-Induced Parthenocarpic Fruit Development in Grapevine
2337,2620,2501,10.1371/journal.pone.0140033,1832,2015-10-06T00:00:00Z,"Dorothy Munkenbeck Fragaszy,Hika Kuroshima,Brian W Stone",21,10,"Fragaszy et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","HK was supported by a Research Fellowship from the Japan Society for the Promotion of Science for Research Abroad. This work was supported in part by the National Institute of Child Health and Human Development, USA (http://www.nichd.nih.gov), grant numbers HD038051 and 060563 (DF) and in part by the University of Georgia (http://www.uga.edu)(DF and BS). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",“Vision for Action” in Young Children Aligning Multi-Featured Objects: Development and Comparison with Nonhuman Primates
1582,2620,2501,10.1371/journal.pone.0137985,20973,2015-10-07T00:00:00Z,"Jens Lorenz Franzen,Christine Aurich,Jörg Habersetzer",14,10,"Franzen et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited",These authors have no support or funding to report.,Description of a Well Preserved Fetus of the European Eocene Equoid Eurohippus messelensis
2365,2620,2501,10.1371/journal.pone.0138233,4740,2015-10-07T00:00:00Z,"Fabien Knoll,Lawrence M Witmer,Ryan C Ridgely,Francisco Ortega,Jose Luis Sanz",24,10,"Knoll et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","We acknowledge funding support from the Spanish Ministry of Economy and Competitiveness (CGL2009-12143; FK), the European Union (PIEF-GA-2013-624969; FK), and the US National Science Foundation (IOB-0517257, IOS-1050154; LMW, RCR). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",A New Titanosaurian Braincase from the Cretaceous “Lo Hueco” Locality in Spain Sheds Light on Neuroanatomical Evolution within Titanosauria
2564,2620,2501,10.1371/journal.pone.0140223,2730,2015-10-08T00:00:00Z,"Claudio Stalder,Agostina Vertino,Antonietta Rosso,Andres Rüggeberg,Claudius Pirkenseer,Jorge E Spangenberg,Silvia Spezzaferri,Osvaldo Camozzi,Sacha Rappo,Irka Hajdas",34,10,"Stalder et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This work was funded by the Swiss National Science Foundation with grants 200020_153125 and 200020_131829 for CS (http://www.snf.ch/fr/Pages/default.aspx). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Microfossils, a Key to Unravel Cold-Water Carbonate Mound Evolution through Time: Evidence from the Eastern Alboran Sea"
2589,2620,2501,10.1371/journal.pone.0140030,5090,2015-10-09T00:00:00Z,"Rui Diogo,Borja Esteve-Altava,Christopher Smith,Julia C Boughner,Diego Rasskin-Gutman",39,10,"Diogo et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited",The authors have no support or funding to report.,"Anatomical Network Comparison of Human Upper and Lower, Newborn and Adult, and Normal and Abnormal Limbs, with Notes on Development, Pathology and Limb Serial Homology vs. Homoplasy"
1541,2620,2501,10.1371/journal.pone.0140110,1841,2015-10-13T00:00:00Z,"Katie E Davis,Thomas W Hesketh,Cyrille Delmer,Matthew A Wills",12,10,"Davis et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","This work was supported by BBSRC (Biotechnology and Biological Sciences Research Council) grant BB/K006754/1 awarded to MAW (PI) and KED (Researcher CoI) (URL: http://www.bbsrc.ac.uk/pa/grants/AwardDetails.aspx?FundingReference=BB%2FK006754%2F1), and by a SynTax (Systematics and Taxonomy research scheme) grant to MAW (URL: http://www.systass.org/awards/syntax.shtml#results10-11). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Towards a Supertree of Arthropoda: A Species-Level Supertree of the Spiny, Slipper and Coral Lobsters (Decapoda: Achelata)"
283,2620,2501,10.1371/journal.pone.0138806,12400,2015-10-14T00:00:00Z,"Leonard Dewaele,Khishigjav Tsogtbaatar,Rinchen Barsbold,Géraldine Garcia,Koen Stein,François Escuillié,Pascal Godefroit",33,10,"Dewaele et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","The author(s) received no specific funding for this work. Eldonia provided support in the form of a salary for FE, but did not have any additional role in the study design, data collection and analysis, decision to publish, or preparation of the manuscript. The specific role of this author is articulated in the ‘author contributions’ section.","Perinatal Specimens of Saurolophus angustirostris (Dinosauria: Hadrosauridae), from the Upper Cretaceous of Mongolia"
1737,2620,2501,10.1371/journal.pone.0138352,8631,2015-10-14T00:00:00Z,"Susannah Catherine Rose Maidment,Charlotte Brassey,Paul Michael Barrett",107,10,"Maidment et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited","SCRM was funded by an Imperial College Junior Research Fellowship during the course of this study. The funder had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","The Postcranial Skeleton of an Exceptionally Complete Individual of the Plated Dinosaur Stegosaurus stenops (Dinosauria: Thyreophora) from the Upper Jurassic Morrison Formation of Wyoming, U.S.A."
1926,2620,2501,10.1371/journal.pone.0139068,9606,2015-10-14T00:00:00Z,"Felipe Zapata,Freya E Goetz,Stephen A Smith,Mark Howison,Stefan Siebert,Samuel H Church,Steven M Sanders,Cheryl Lewis Ames,Catherine S McFadden,Scott C France,Marymegan Daly,Allen G Collins,Steven H D Haddock,Casey W Dunn,Paulyn Cartwright",13,10," This is an open access article, free of all copyright, and may be freely reproduced, distributed, transmitted, modified, built upon, or otherwise used by anyone for any lawful purpose. The work is made available under the Creative Commons CC0 public domain dedication","This project was supported by the National Science Foundation (http://www.nsf.gov) Cnidarian Tree of Life Project (DEB 05-31799 to PC and AGC), National Science Foundation DEB-0953571 to PC and the National Science Foundation Alan T Waterman Award to CWD. Sequencing at the Brown Genomics Core facility was supported in part by National Institutes of Health (http://www.nih.gov) P30RR031153 and National Science Foundation EPSCoR EPS-1004057. Data transfer was supported by National Science Foundation RII-C2 EPS-1005789. Analyses were conducted with computational resources and services at the Center for Computation and Visualization at Brown University, supported in part by the National Science Foundation EPSCoR EPS-1004057 and the State of Rhode Island. Cubozoan samples were collected by CLA thanks to research funds from a Smithsonian Peter Buck Fellowship and Iridian Genomes Inc. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Phylogenomic Analyses Support Traditional Relationships within Cnidaria
